word,sentence1,sentence2,sentence3,sentence4,sentence5,option_result
squirm,"His discomfort was obvious as he began to squirm in his seat, unable to sit still","With each passing minute, his nervous energy caused him to squirm even more, fidgeting with his hands and tapping his foot repeatedly","The tension in the room was palpable, and the awkward silence made him squirm under the scrutiny of others","Despite his best efforts to appear composed, his body language betrayed him as he continued to squirm uneasily","It was a relief when the meeting finally ended, allowing him to relax and stop the constant squirming.","['squirm', 'beget', 'vindictive', 'facile', 'indigenous', 0]"
homily,A homily is a type of religious discourse that offers moral or spiritual guidance to a congregation,"The priest delivered a powerful homily during Sunday mass, urging the parishioners to be kind and compassionate to one another",The homily emphasized the importance of forgiveness and understanding in building strong community bonds,Many people find solace and inspiration in the words of a well-crafted homily,Attending church services regularly allows one to benefit from the wisdom imparted through homilies.,"['facetious', 'incongruous', 'homily', 'unconscionable', 'trite', 2]"
homogenous,"The mixture appeared homogenous, with a uniform consistency throughout",The chef emphasized the importance of maintaining a homogenous blend of ingredients for a balanced flavor profile,"Through careful stirring, the ingredients eventually merged into a homogenous mass",The homogenous texture of the pudding indicated that it had been prepared with precision,Achieving a homogenous distribution of seasoning is crucial for a well-seasoned dish.,"['disparage', 'fastidious', 'vex', 'homogenous', 'fauna', 3]"
husbandry,Certainly! Husbandry is the practice of cultivating and managing resources efficiently,Sustainable husbandry techniques ensure the health and productivity of agricultural systems,Good husbandry practices involve careful planning and maintenance of livestock and crops,Proper husbandry of the land can lead to healthier ecosystems and improved soil fertility,Responsible husbandry is crucial for long-term environmental stewardship.,"['founder', 'husbandry', 'virulent', 'complaisant', 'vociferous', 1]"
hyperbole,Sure! Hyperbole is a common literary device used to emphasize a point through exaggerated statements,"In everyday conversation, people often use hyperbole to make their stories more engaging or to make a strong impression","For example, someone might say ""I'm so hungry I could eat a horse"" when they are just feeling very hungry","While hyperbole is not meant to be taken literally, it adds humor and drama to language","Some famous examples of hyperbole in literature include phrases like ""I've told you a million times"" or ""It's raining cats and dogs.""","['incense', 'boon', 'fatuous', 'hyperbole', 'indecisive', 3]"
hypothetical,"In a hypothetical scenario where time travel is possible, one could ponder the endless possibilities of altering history",The hypothetical notion of parallel universes raises interesting questions about the nature of reality,It's intriguing to think about the hypothetical outcomes of different choices we make in our lives,Scientists often use hypothetical models to explore complex theories and concepts,"While hypothetical situations may seem far-fetched, they provide valuable insights into the realm of imagination and innovation.","['idyllic', 'dither', 'incantation', 'veracious', 'hypothetical', 4]"
iconoclast,"An iconoclast challenges conventional beliefs and norms, often pushing boundaries to create new ways of thinking","With a fearless and independent spirit, the iconoclast dares to question authority and disrupt the status quo",This innovative thinker rejects traditional ideas in pursuit of original and groundbreaking approaches,"Not afraid to go against the grain, the iconoclast paves the way for change and innovation","In a world that can be resistant to change, the iconoclast serves as a visionary leader, inspiring others to think differently and embrace new possibilities.","['futile', 'imperial', 'iconoclast', 'gregarious', 'vernacular', 2]"
idiosyncrasy,"She had a unique idiosyncrasy of always wearing mismatched socks, which garnered curious looks from those around her",This idiosyncrasy extended to her habit of alphabetizing her book collection based on the author's initials rather than their last name,"Despite her idiosyncrasies, she was well-liked by her colleagues for her quirky sense of humor and creative problem-solving skills",One particular idiosyncrasy that stood out was her preference for eating dessert before the main course during meals,"Her friends found her idiosyncratic tendencies endearing and often joked about starting an ""Idiosyncrasy Appreciation Club.""","['homily', 'bequest', 'unwitting', 'abject', 'idiosyncrasy', 4]"
eccentric,"His eccentric taste in fashion always turned heads wherever he went, with his bold choices and unique style standing out in a crowd","Despite his eccentric personality, he was known for his kind heart and willingness to help those in need","His eccentric behavior often puzzled his friends, but they appreciated his offbeat sense of humor and imaginative ideas","Some found his eccentric ways charming and endearing, while others considered him a bit strange and unpredictable","Overall, his eccentricity added an interesting and lively element to his social interactions and made him memorable to those who knew him.","['abscond', 'eccentric', 'bastion', 'indignent', 'belligerent', 1]"
idyllic,"Nestled in the lush countryside, the idyllic cottage exuded charm and tranquility","Surrounded by gently rolling hills and picturesque meadows, it was a perfect retreat from the hustle and bustle of city life","The idyllic setting offered a sense of peace and serenity, with birds chirping and a gentle breeze rustling through the trees","As the sun set behind the horizon, casting a warm glow over the idyllic landscape, a feeling of contentment settled over the inhabitants of the cottage","In that idyllic moment, all worries and stresses melted away, leaving only a deep sense of gratitude for the beauty of the natural world.","['idyllic', 'incessant', 'facetious', 'blatant', 'vilify', 0]"
ignominy,The ignominy of his fall from grace was felt by all who once revered him as a leader,"The disgraceful scandal brought about a sense of ignominy to the entire organization, tarnishing its reputation irreparably","The public trial exposed the corrupt practices of the once-respected businessman, leading to his ultimate ignominy in society","Despite his attempts to redeem himself, the shadow of ignominy followed him wherever he went, making it difficult to regain trust","As he reflected on the ignominy of his actions, he vowed to make amends and seek forgiveness for the harm he had caused.","['infinitesimal', 'ignominy', 'inexorable', 'facile', 'virtuoso', 1]"
illicit,"The authorities cracked down on the illicit drug trade in the city, arresting several individuals involved in the illegal activity","Despite warnings, some people continue to engage in illicit activities due to the lure of quick profits",The illicit sale of counterfeit goods has become a growing concern for businesses trying to protect their intellectual property,Law enforcement agencies are working tirelessly to combat the illicit trade of weapons across borders,It is crucial for communities to come together and report any illicit behavior to ensure a safer environment for all residents.,"['belabour', 'affinity', 'unctuous', 'illicit', 'heyday', 3]"
imminent,"The dark clouds gathered ominously overhead, signaling the imminent arrival of a thunderstorm","As the wind picked up, the branches of the trees swayed in anticipation of the imminent storm",The weather forecast warned of imminent heavy rain and potential flooding in low-lying areas,People hurried to secure their belongings and seek shelter as the imminent storm loomed closer,"Despite the imminent danger, there was a sense of awe and beauty in nature's powerful display.","['fecund', 'squirm', 'vitiate', 'forshake', 'imminent', 4]"
impeccable,His impeccable manners and impeccable appearance always left a lasting impression on everyone he met,The chef's culinary skills were renowned for creating impeccable dishes that delighted the taste buds of even the most discerning food critics,The hotel's impeccable service and attention to detail made guests feel like royalty during their stay,"With impeccable timing and precision, the orchestra's performance captivated the audience from start to finish",The author's impeccable storytelling ability drew readers in and kept them enthralled until the very last page.,"['vapid', 'abdicate', 'forshake', 'impeccable', 'malefactor', 3]"
imperial,"The grand imperial palace stood majestically at the heart of the city, a symbol of power and opulence","The imperial decree was announced, decreeing a new law that would affect every citizen in the kingdom",The imperial army marched through the streets in a display of strength and discipline,"The imperial flag fluttered proudly in the breeze, signaling the unified authority of the empire",The imperial court was abuzz with activity as nobles and dignitaries gathered for an important event.,"['incisive', 'imminent', 'abysmal', 'imperial', 'grandiose', 3]"
impervious,She carried herself with a confidence that seemed impervious to any criticism or doubt,Her unwavering determination made her impervious to the challenges that came her way,"Despite facing numerous setbacks, she remained impervious to negativity and continued towards her goals",The shield around her heart seemed impervious to any attempts to break through and hurt her,People often admired her ability to stay impervious to the chaos around her and remain calm in difficult situations.,"['indolent', 'banal', 'vacillate', 'incessant', 'impervious', 4]"
impetuous,His impetuous decision to quit his job without a backup plan left his family worried about his future,"Known for her impetuous behavior, she often spoke before thinking things through","Despite his impetuous nature, he always managed to find a way out of any trouble he got into",The impetuous display of anger from the boss caught everyone off guard during the meeting,She regretted her impetuous purchase of the expensive dress on a whim.,"['boon', 'abscission', 'impetuous', 'blatant', 'accretion', 2]"
impotent,He felt impotent in the face of the overwhelming challenges that seemed insurmountable,The sense of helplessness made him question his abilities and left him feeling inadequate,"Despite his best efforts, he couldn't shake off the feeling of impotence that lingered in his mind","The weight of his responsibilities felt heavy, and he struggled to find a way to regain control","The burden of feeling impotent gnawed at him, but deep down, he knew he had the strength to overcome it.","['impotent', 'vicissitude', 'grandiose', 'incorrigible', 'inexorable', 0]"
impugn,"In a heated debate, he attempted to impugn her character by questioning her motives and integrity","Despite his relentless efforts to impugn her reputation, she remained composed and focused on presenting her argument",The opposition's strategy was to impugn the credibility of the witness in order to cast doubt on the validity of the testimony,The journalist faced a lawsuit after publishing an article that sought to impugn the politician's honesty and ethics,It is important to critically analyze information before seeking to impugn someone's character based on hearsay or assumptions.,"['aesthetic', 'impugn', 'heyday', 'abeyance', 'finesse', 1]"
inane,The comedian's humor was often criticized for its inane jokes that lacked wit or cleverness,"Despite his efforts, his inane remarks failed to elicit even a slight chuckle from the audience",It seemed like he was determined to fill the conversation with inane chatter just to avoid any awkward silences,Her inane comments about the weather did little to contribute to the ongoing discussion at the meeting,"As the inane banter continued, some attendees began to lose interest and tune out.","['fastidious', 'imperial', 'admonish', 'inane', 'facile', 3]"
incandescent,"In the stillness of the night, the incandescent glow of the full moon illuminated the dark forest, casting long shadows among the trees","The crackling fire in the campsite bathed the surrounding area in an incandescent light, creating a cozy ambiance for the campers","As the incandescent sun dipped below the horizon, the sky transformed into a canvas of vivid colors, painting a breathtaking scene",The glow of the incandescent bulbs lining the city streets provided a sense of warmth and security to the late-night pedestrians,"The incandescent joy in her eyes was unmistakable as she danced under the shimmering disco ball, lost in the music and lights of the club.","['incandescent', 'virtuoso', 'incense', 'founder', 'viable', 0]"
incantation,"The old wizard chanted an ancient incantation, his voice echoing through the stone chamber","As he spoke the words of power, his hands moved in a graceful dance, guiding the flow of magic","The air shimmered with energy, and the symbols inscribed on the ground began to glow with a faint light","The incantation grew louder, resonating with a power that seemed to shake the very foundations of the room","And then, with a final word spoken, the spell was cast, and the room was filled with a sense of awe and wonder.","['abject', 'incantation', 'eccentric', 'fervour', 'vacillate', 1]"
incessant,The incessant chatter of the students in the cafeteria made it difficult to concentrate on my work,"The incessant rain drummed against the window, creating a soothing backdrop to my afternoon nap","Despite my incessant efforts to fix the leaky faucet, it continued to drip steadily",The incessant honking of car horns outside signaled the start of rush hour traffic,"My neighbor's incessant dog barking was starting to become a nuisance, disrupting the quiet of the neighborhood.","['foible', 'incessant', 'iconoclast', 'incandescent', 'vicissitude', 1]"
incense,"The soothing aroma of incense filled the room, creating a sense of peacefulness and tranquility","As the incense burned slowly, wisps of fragrant smoke danced in the air, carrying a hint of exotic spices","The flickering flame of the incense stick cast a warm glow across the room, enhancing the ambiance","The sweet scent of sandalwood incense lingered long after it had finished burning, leaving a lingering sense of calm","Each breath was enriched with the fragrance of the incense, inviting a moment of relaxation and mindfulness.","['gratuitous', 'finesse', 'furtive', 'incense', 'adamant', 3]"
incipient,The incipient signs of spring could be seen in the blooming flowers and budding trees,"Despite its incipient stages, the project showed great promise for success",An incipient sense of excitement filled the room as the event drew closer,The incipient storm clouds on the horizon hinted at a potential downpour,The incipient crack in the wall was a cause for concern and needed immediate attention.,"['incipient', 'gregarious', 'affinity', 'torment', 'besiege', 0]"
incisive,"His incisive analysis of the situation cut through all the noise and confusion, providing a clear path forward",Sarah's incisive questioning during the meeting uncovered crucial details that others had overlooked,The journalist's incisive commentary on the political issue sparked a lively debate among viewers,Laura's incisive wit and humor made her a favorite among her friends,"The detective's incisive mind was always ten steps ahead, solving cases that seemed unsolvable to others.","['incisive', 'iconoclast', 'usurp', 'hackneyed', 'adjunct', 0]"
incongruous,The bright pink curtains hanging in the otherwise austere courtroom created an incongruous sight,His flamboyant tie seemed incongruous with the somber mood of the funeral,The lively music playing at the solemn event felt incongruous and out of place,Her casual attire was incongruous with the formal dress code of the restaurant,The professor's joke in the middle of his serious lecture struck many students as incongruous.,"['histrionic', 'incessant', 'incongruous', 'fetter', 'impervious', 2]"
incorrigible,I must admit that dealing with that incorrigible troublemaker in our group project was exhausting,His incorrigible behavior was a constant source of frustration for the entire team,"Despite numerous warnings, his incorrigible attitude towards deadlines remained unchanged",It was clear that his incorrigible nature was not going to improve anytime soon,"In the end, we had no choice but to remove him from the project due to his incorrigible actions.","['bemuse', 'incorrigible', 'hapless', 'boon', 'squirm', 1]"
indigenous,The indigenous people of Australia have a rich cultural heritage that spans thousands of years,Indigenous knowledge of the land and environment is vital for sustainability and conservation efforts,Many indigenous communities around the world continue to fight for recognition of their rights and land,It is important to amplify indigenous voices and perspectives in discussions about environmental policies and resource management,Collaborating with indigenous groups can lead to more effective and inclusive solutions for a sustainable future.,"['inept', 'indigenous', 'ubiquitous', 'futile', 'founder', 1]"
indignent,She was indignant at the thought of being talked down to by her colleague during the meeting,The professor's rude comments left the students feeling indignant and disrespected,"Despite his hard work and dedication, he felt indignant when he was passed over for a promotion",The employees were indignant about the company's decision to cut their benefits without prior notice,The mayor's failure to address the community's concerns left many residents feeling indignant and frustrated.,"['idyllic', 'harmit', 'hegemony', 'incisive', 'indignent', 4]"
indigent,Many shelters provide assistance to the indigent population who are homeless and struggling to meet their basic needs,"The indigent individuals often rely on charitable organizations for food, shelter, and clothing","Despite their circumstances, some indigent people show immense resilience and determination to improve their situation",Government programs aimed at helping the indigent often face challenges due to limited resources and high demand for services,It is crucial for society to address the root causes of indigence and work towards creating a more equitable and supportive community for all individuals.,"['fervour', 'gratuitous', 'hackneyed', 'fauna', 'indigent', 4]"
indolent,"The indolent cat lounged lazily in the sun, showing no interest in chasing after the birds fluttering nearby","Despite the laundry piling up, she remained indolent, opting to scroll through her phone instead","His indolent behavior at work was beginning to frustrate his colleagues, who were growing tired of picking up his slack","The hot summer days made her feel particularly indolent, preferring to stay indoors in the cool air conditioning",It was clear that his indolent attitude was hindering his progress in completing important tasks on time.,"['indolent', 'inexorable', 'malefactor', 'banal', 'benign', 0]"
ineffable,"The beauty of a sunset over the ocean is truly ineffable, leaving observers speechless in awe of nature's wonders",Words often fail to capture the ineffable feeling of love that transcends language and logic,"In moments of deep introspection, one may encounter ineffable truths about the universe and their own existence","The ineffable bond between a parent and child is unbreakable, woven with unconditional love and understanding",Some experiences are so profound and indescribable that they can only be described as ineffable moments of pure magic.,"['ineffable', 'squirm', 'inexorable', 'fervour', 'unctuous', 0]"
inept,"She was known for being incredibly inept at managing her finances, often overspending and accumulating debt",Her inept attempts at cooking always resulted in burnt meals and kitchen disasters,"On the soccer field, he appeared hopelessly inept, struggling to keep up with the other players","Despite receiving extensive training, the intern remained inept at operating the complex machinery in the factory","The supervisor was frustrated by her team's inept performance on the project, leading to missed deadlines and costly mistakes.","['homily', 'inept', 'virtuoso', 'aesthetic', 'infinitesimal', 1]"
inert,"The rock lay inert at the bottom of the river, unmoving and unresponsive to the gentle current flowing around it","Despite its lifeless appearance, the rock played a crucial role in shaping the path of the water over time","Surrounded by vibrant aquatic life, the inert rock seemed like a silent observer in the bustling ecosystem",Its inertness stood in stark contrast to the dynamic movements of the fish and plants that thrived in its vicinity,"Over the years, the inert rock became an unseen but indispensable part of the river's intricate ecology.","['utilitarian', 'gratuitous', 'hapless', 'inert', 'fetter', 3]"
inexorable,"The passage of time is inexorable, bringing change and transformation with each moment that passes","The river flowed inexorably downstream, unaffected by any obstacles in its path",The inexorable rise of technology has shaped our modern world in ways we never could have imagined,"Despite our best efforts, the march of progress seems inexorable, pushing us forward into the unknown future",The inexorable truth is that nothing in life stays the same forever.,"['heresy', 'accrue', 'gratuitous', 'inexorable', 'vacillate', 3]"
infamous,The town was abuzz with gossip about the infamous outlaw who had recently been captured by the authorities,"His infamous reputation preceded him, with tales of daring heists and narrow escapes circulating throughout the community","The town's residents whispered about the infamous gang that had wreaked havoc in the area years before, leaving a trail of destruction in their wake",The infamous bandit was finally brought to justice after a long and intense manhunt led by the determined sheriff,"Despite his infamous status, some individuals in the town secretly admired the outlaw's audacity and skill.","['imminent', 'infamous', 'vitriolic', 'abject', 'fidelity', 1]"
infinitesimal,"The scientist discovered an infinitesimal particle in the microscope, barely visible to the naked eye","Despite its infinitesimal size, the impact of the discovery was monumental in the field of physics","The data showed an infinitesimal variation in the temperature readings, demonstrating the precision of the instruments used","With each infinitesimal adjustment to the calculations, the results became more accurate and reliable",The concept of infinity is made tangible through the study of infinitesimal components in mathematics and science.,"['flagrant', 'infinitesimal', 'blatant', 'ignominy', 'impeccable', 1]"
alacrity,"With a sense of alacrity, she eagerly jumped out of bed as the sun began to rise, excited to start her day","The young student tackled her homework with alacrity, determined to finish it before heading out to play with her friends","The chef moved around the kitchen with alacrity, expertly preparing a delicious meal for the evening rush","The runners lined up at the starting line, their faces reflecting a mix of nerves and alacrity as they awaited the signal to begin the race","Despite the challenges ahead, the team approached the project with alacrity, ready to conquer any obstacles that came their way.","['utopian', 'incongruous', 'vitiate', 'alacrity', 'frugal', 3]"
allay,The therapist's soothing words helped allay the patient's anxiety about the upcoming surgery,"By providing accurate information, the doctor was able to allay the concerns of the worried family members",A warm cup of tea and a comforting conversation can often help allay feelings of loneliness,The company's transparency in their communication strategy helped allay any doubts customers may have had about the product's safety,Taking a few deep breaths can help allay tension and stress in a challenging situation.,"['facile', 'boon', 'incantation', 'allay', 'beget', 3]"
ambivalent,"I have mixed feelings about the upcoming change at work, feeling ambivalent about whether it will be positive or negative in the long run","While I appreciate the opportunities it may bring, I also worry about the potential challenges that could arise",It's a constant struggle to reconcile my ambivalent emotions and make a decision on how to approach the situation,"Despite my ambivalent stance, I know that I will need to adapt and embrace the change with an open mind","Overall, my ambivalent mindset reflects the complexities of navigating uncertainties in life.","['boon', 'idiosyncrasy', 'ambivalent', 'imperial', 'unctuous', 2]"
rancorous,The atmosphere at the meeting grew increasingly rancorous as tempers flared and accusations were thrown back and forth,"Despite attempts to ease tensions, the rancorous exchanges between the two sides continued unabated","The rancorous debate left a bitter taste in everyone's mouths, making it difficult to find common ground","Emotions ran high, leading to rancorous remarks that only served to escalate the conflict further","In the end, the rancorous nature of the discussions left lingering animosity among the participants.","['juxtapose', 'irascible', 'intractable', 'rancorous', 'maudlin', 3]"
exonerate,"The new evidence presented in the case helped exonerate the wrongly accused individual, finally providing them with justice","The DNA results were crucial in exonerating the suspect, leading to their release from prison after years of wrongful imprisonment",The documentary shed light on the flaws in the legal system that can prevent innocent individuals from being exonerated in a timely manner,The exoneration of the defendant brought a sense of closure to the victim's family and highlighted the importance of seeking the truth in every legal proceeding,It is essential to continue striving for justice and ensuring that all those wrongfully accused have the opportunity to be exonerated.,"['vengeful', 'inherent', 'lugubrious', 'glaring', 'exonerate', 4]"
vengeful,His vengeful glare sent shivers down her spine as she realized the depth of his anger,"The vengeful spirit of the ancient warrior haunted the abandoned castle, seeking retribution for past wrongdoings","Whispers of vengeful plots echoed through the court, revealing the dark intentions of ambitious nobles","The vengeful storm unleashed its fury upon the unsuspecting town, leaving destruction in its wake","With a vengeful heart, he swore to avenge the betrayal that had shattered his trust.","['insolent', 'vengeful', 'innocuous', 'inveterate', 'relinquish', 1]"
disparage,It is important not to disparage others based on their beliefs or appearance,I urge you to speak kindly about your colleagues and refrain from making disparaging remarks behind their backs,Our society should strive to promote positivity and understanding rather than resorting to disparaging comments,"Remember that words have power, and it is better to uplift and support rather than disparage","Let's foster a culture of respect and appreciation for one another, leaving no room for disparagement.","['ludicrous', 'disparage', 'largess', 'loquacious', 'itinerant', 1]"
expropriate,"The government announced plans to expropriate land for the construction of a new highway, sparking protests from local residents",Critics argue that the decision to expropriate private property violates the rights of landowners,Legal experts are closely monitoring the situation to ensure that expropriation is carried out fairly and in accordance with the law,Property developers often face challenges when attempting to expropriate land for large-scale projects in urban areas,The debate over the use of eminent domain to expropriate land for public purposes is a complex and contentious issue.,"['insular', 'expropriate', 'laud', 'glaring', 'maverick', 1]"
torment,"The memories of his past mistakes continued to torment him, haunting his every thought","The relentless torment of self-doubt and guilt consumed him, making it difficult to find peace",The tormented look in his eyes revealed the inner turmoil he was facing,"Each night, he was tormented by nightmares that left him sweating and trembling in fear","Despite his efforts to move forward, the torment of his past actions lingered like a dark cloud overhead.","['magnanimous', 'lucid', 'machination', 'malinger', 'torment', 4]"
